order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,year,month,day,sell_price,revenue,cost,profit,discount
2546,2023-06-27,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10004804,180,210,4,0.0788,2023,6,27,193.452,773.808,720,53.80799999999999,60.9760704
2547,2023-09-10,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001337,80,100,1,0.0788,2023,9,10,92.12,92.12,80,12.120000000000005,7.259056
2548,2023-11-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10002255,0,0,1,0.0985,2023,11,16,0.0,0.0,0,0.0,0.0
2549,2023-01-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002624,1520,1880,5,0.0591,2023,1,7,1768.8919999999998,8844.46,7600,1244.4599999999991,522.707586
2550,2023-04-10,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001878,260,310,8,0.0591,2023,4,10,291.679,2333.432,2080,253.4319999999998,137.9058312
2551,2023-03-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10000452,10,10,2,0.0394,2023,3,7,9.606,19.212,20,-0.7880000000000003,0.7569528
2552,2023-07-31,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10004665,750,820,6,0.0394,2023,7,31,787.692,4726.152,4500,226.15200000000004,186.2103888
2553,2022-04-30,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000088,20,20,2,0.0788,2022,4,30,18.424,36.848,40,-3.152000000000001,2.9036223999999997
2554,2022-08-14,Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000029,30,30,4,0.0394,2022,8,14,28.818,115.272,120,-4.727999999999994,4.5417168
2555,2022-10-13,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,TEC-PH-10000369,670,710,7,0.0788,2022,10,13,654.052,4578.3640000000005,4690,-111.63599999999951,360.77508320000004
2556,2023-12-14,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001590,40,50,2,0.0788,2023,12,14,46.06,92.12,80,12.120000000000005,7.259056
2557,2022-08-19,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004909,40,50,8,0.0985,2022,8,19,45.074999999999996,360.59999999999997,320,40.599999999999966,35.5191
2558,2023-06-04,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10002287,10,10,2,0.0985,2023,6,4,9.015,18.03,20,-1.9699999999999989,1.7759550000000002
2559,2022-11-30,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,FUR-BO-10004357,1340,1410,7,0.0788,2022,11,30,1298.892,9092.244,9380,-287.7559999999994,716.4688272
2560,2022-06-17,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,OFF-LA-10003766,20,20,5,0.0788,2022,6,17,18.424,92.12,100,-7.8799999999999955,7.259056
2561,2022-02-06,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,OFF-ST-10000046,290,320,2,0.0985,2022,2,6,288.48,576.96,580,-3.0399999999999636,56.830560000000006
2562,2023-03-25,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,OFF-LA-10003190,10,10,4,0.0394,2023,3,25,9.606,38.424,40,-1.5760000000000005,1.5139056
2563,2023-06-19,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10002787,10,10,2,0.0788,2023,6,19,9.212,18.424,20,-1.5760000000000005,1.4518111999999999
2564,2022-12-21,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000387,20,20,1,0.0985,2022,12,21,18.03,18.03,20,-1.9699999999999989,1.7759550000000002
2565,2022-04-27,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001291,20,30,2,0.0591,2022,4,27,28.227,56.454,40,16.454,3.3364314
2566,2022-03-21,First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,TEC-AC-10003116,60,70,4,0.0985,2022,3,21,63.105,252.42,240,12.419999999999987,24.86337
2567,2022-02-08,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,OFF-BI-10001308,30,30,5,0.0394,2022,2,8,28.818,144.09,150,-5.909999999999997,5.677146
2568,2023-01-21,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,FUR-TA-10003954,2540,2670,9,0.0985,2023,1,21,2407.005,21663.045000000002,22860,-1196.954999999998,2133.8099325000003
2569,2022-12-03,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003282,390,480,8,0.0788,2022,12,3,442.176,3537.408,3120,417.4079999999999,278.7477504
2570,2023-07-19,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10000576,150,160,2,0.0788,2023,7,19,147.392,294.784,300,-5.216000000000008,23.228979199999998
2571,2023-01-09,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10004441,10,10,4,0.0788,2023,1,9,9.212,36.848,40,-3.152000000000001,2.9036223999999997
2572,2022-07-16,Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,OFF-AR-10003759,0,0,2,0.0591,2022,7,16,0.0,0.0,0,0.0,0.0
2573,2023-11-02,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10004145,1270,1400,7,0.0985,2023,11,2,1262.1,8834.699999999999,8890,-55.30000000000109,870.21795
2574,2022-12-20,Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,FUR-FU-10000293,460,530,5,0.0788,2022,12,20,488.236,2441.18,2300,141.17999999999984,192.36498399999996
2575,2022-02-01,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10004955,20,20,3,0.0591,2022,2,1,18.817999999999998,56.45399999999999,60,-3.5460000000000065,3.3364313999999995
2576,2022-01-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10001071,290,320,5,0.0394,2022,1,20,307.392,1536.96,1450,86.96000000000004,60.556224
2577,2022-09-12,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10001990,10,10,2,0.0788,2022,9,12,9.212,18.424,20,-1.5760000000000005,1.4518111999999999
2578,2022-03-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10002734,570,680,3,0.0985,2022,3,20,613.02,1839.06,1710,129.05999999999995,181.14741
2579,2023-11-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,50,60,3,0.0591,2023,11,14,56.454,169.362,150,19.361999999999995,10.0092942
2580,2023-05-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,400,490,8,0.0591,2023,5,27,461.041,3688.328,3200,488.328,217.9801848
2581,2022-04-09,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,20,20,3,0.0985,2022,4,9,18.03,54.09,60,-5.909999999999997,5.327865000000001
2582,2023-07-20,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,20,20,2,0.0591,2023,7,20,18.817999999999998,37.635999999999996,40,-2.3640000000000043,2.2242876
2583,2022-08-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,140,160,13,0.0591,2022,8,14,150.54399999999998,1957.0719999999997,1820,137.07199999999966,115.66295519999998
2584,2023-03-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,10,10,3,0.0788,2023,3,27,9.212,27.636,30,-2.3640000000000008,2.1777168
2585,2022-01-28,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,170,190,2,0.0394,2022,1,28,182.514,365.028,340,25.02800000000002,14.3821032
2586,2023-09-25,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,10,10,2,0.0788,2023,9,25,9.212,18.424,20,-1.5760000000000005,1.4518111999999999
2587,2023-07-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,210,250,7,0.0985,2023,7,1,225.375,1577.625,1470,107.625,155.3960625
2588,2022-01-11,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,20,20,1,0.0985,2022,1,11,18.03,18.03,20,-1.9699999999999989,1.7759550000000002
2589,2022-07-23,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,10,10,1,0.0985,2022,7,23,9.015,9.015,10,-0.9849999999999994,0.8879775000000001
2590,2023-07-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,200,250,3,0.0788,2023,7,2,230.3,690.9000000000001,600,90.90000000000009,54.44292
2591,2022-11-03,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,10,10,2,0.0788,2022,11,3,9.212,18.424,20,-1.5760000000000005,1.4518111999999999
2592,2022-09-25,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,500,600,3,0.0788,2022,9,25,552.72,1658.16,1500,158.16000000000008,130.663008
2593,2023-02-06,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,80,80,2,0.0591,2023,2,6,75.27199999999999,150.54399999999998,160,-9.456000000000017,8.8971504
2594,2022-12-21,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,270,330,8,0.0394,2022,12,21,316.998,2535.984,2160,375.9839999999999,99.91776959999999
2595,2023-06-04,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,160,180,2,0.0591,2023,6,4,169.362,338.724,320,18.72399999999999,20.0185884
2596,2023-11-03,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,840,910,3,0.0394,2023,11,3,874.146,2622.438,2520,102.4380000000001,103.3240572
2597,2022-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,500,590,3,0.0591,2022,9,23,555.131,1665.393,1500,165.39300000000003,98.4247263
2598,2022-04-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,460,530,2,0.0591,2022,4,10,498.67699999999996,997.3539999999999,920,77.35399999999993,58.9436214
2599,2022-10-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,10,10,3,0.0591,2022,10,10,9.408999999999999,28.226999999999997,30,-1.7730000000000032,1.6682156999999997
2600,2022-02-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,100,120,2,0.0788,2022,2,4,110.544,221.088,200,21.087999999999994,17.4217344
2601,2022-08-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,100,120,7,0.0591,2022,8,27,112.908,790.356,700,90.356,46.7100396
2602,2022-08-17,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,10,10,3,0.0788,2022,8,17,9.212,27.636,30,-2.3640000000000008,2.1777168
2603,2023-09-14,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,1240,1350,3,0.0985,2023,9,14,1217.0249999999999,3651.075,3720,-68.92500000000018,359.6308875
2604,2023-12-13,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,110,140,1,0.0591,2023,12,13,131.726,131.726,110,21.726,7.7850066
2605,2022-06-07,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,50,60,4,0.0788,2022,6,7,55.272,221.088,200,21.087999999999994,17.4217344
2606,2022-04-15,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,0,0,1,0.0394,2022,4,15,0.0,0.0,0,0.0,0.0
2607,2023-08-05,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,20,20,1,0.0394,2023,8,5,19.212,19.212,20,-0.7880000000000003,0.7569528
2608,2022-12-26,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,20,20,3,0.0985,2022,12,26,18.03,54.09,60,-5.909999999999997,5.327865000000001
2609,2023-11-06,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,0,0,1,0.0788,2023,11,6,0.0,0.0,0,0.0,0.0
2610,2023-12-11,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,1160,1220,5,0.0394,2023,12,11,1171.932,5859.66,5800,59.659999999999854,230.870604
2611,2022-07-02,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,10,10,2,0.0591,2022,7,2,9.408999999999999,18.817999999999998,20,-1.1820000000000022,1.1121438
2612,2022-12-17,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,20,20,3,0.0394,2022,12,17,19.212,57.635999999999996,60,-2.3640000000000043,2.2708584
2613,2023-10-16,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,10,10,3,0.0591,2023,10,16,9.408999999999999,28.226999999999997,30,-1.7730000000000032,1.6682156999999997
2614,2023-12-13,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,40,40,2,0.0788,2023,12,13,36.848,73.696,80,-6.304000000000002,5.807244799999999
2615,2023-05-21,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,210,230,3,0.0394,2023,5,21,220.938,662.814,630,32.813999999999965,26.114871599999997
2616,2022-03-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,20,20,6,0.0788,2022,3,2,18.424,110.544,120,-9.456000000000003,8.7108672
2617,2022-04-04,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,10,10,2,0.0591,2022,4,4,9.408999999999999,18.817999999999998,20,-1.1820000000000022,1.1121438
2618,2022-05-14,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,100,120,13,0.0985,2022,5,14,108.17999999999999,1406.34,1300,106.33999999999992,138.52449
2619,2023-10-01,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,0,0,3,0.0985,2023,10,1,0.0,0.0,0,0.0,0.0
2620,2022-11-05,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,60,70,4,0.0788,2022,11,5,64.484,257.936,240,17.93599999999998,20.325356799999998
2621,2022-11-25,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,30,40,3,0.0394,2022,11,25,38.424,115.27199999999999,90,25.27199999999999,4.5417168
2622,2023-12-28,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,20,20,5,0.0788,2023,12,28,18.424,92.12,100,-7.8799999999999955,7.259056
2623,2023-02-28,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,30,30,4,0.0394,2023,2,28,28.818,115.272,120,-4.727999999999994,4.5417168
2624,2023-04-11,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,10300,11200,4,0.0394,2023,4,11,10758.72,43034.88,41200,1834.8799999999974,1695.5742719999998
2625,2022-12-17,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,2160,2400,8,0.0985,2022,12,17,2163.6,17308.8,17280,28.799999999999272,1704.9168
2626,2023-09-16,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,60,60,5,0.0985,2023,9,16,54.089999999999996,270.45,300,-29.55000000000001,26.639325
2627,2022-01-15,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,50,50,1,0.0591,2022,1,15,47.044999999999995,47.044999999999995,50,-2.9550000000000054,2.7803595
2628,2023-05-11,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,60,60,4,0.0591,2023,5,11,56.454,225.816,240,-14.183999999999997,13.3457256
2629,2023-06-29,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,550,650,7,0.0985,2023,6,29,585.975,4101.825,3850,251.82499999999982,404.0297625
2630,2023-12-15,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,10,10,0.0591,2023,12,15,9.408999999999999,94.08999999999999,100,-5.910000000000011,5.560719
2631,2023-06-15,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,10,10,3,0.0591,2023,6,15,9.408999999999999,28.226999999999997,30,-1.7730000000000032,1.6682156999999997
2632,2022-01-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,40,40,2,0.0394,2022,1,4,38.424,76.848,80,-3.152000000000001,3.0278112
2633,2022-03-22,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,30,40,2,0.0788,2022,3,22,36.848,73.696,60,13.695999999999998,5.807244799999999
2634,2022-04-16,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,180,220,1,0.0985,2022,4,16,198.32999999999998,198.32999999999998,180,18.329999999999984,19.535505
2635,2023-03-09,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,0,0,2,0.0591,2023,3,9,0.0,0.0,0,0.0,0.0
2636,2022-05-03,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,10,10,5,0.0788,2022,5,3,9.212,46.06,50,-3.9399999999999977,3.629528
2637,2022-02-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,300,320,2,0.0985,2022,2,24,288.48,576.96,600,-23.039999999999964,56.830560000000006
2638,2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,20,20,4,0.0591,2023,4,27,18.817999999999998,75.27199999999999,80,-4.728000000000009,4.4485752
2639,2023-05-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,10,10,3,0.0985,2023,5,8,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
2640,2022-07-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004691,60,60,3,0.0591,2022,7,16,56.454,169.362,180,-10.638000000000005,10.0092942
2641,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000595,760,860,4,0.0591,2023,5,26,809.174,3236.696,3040,196.6959999999999,191.2887336
2642,2023-09-02,Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,TEC-AC-10000927,30,30,1,0.0788,2023,9,2,27.636,27.636,30,-2.3640000000000008,2.1777168
2643,2022-09-21,First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001289,160,190,6,0.0985,2022,9,21,171.285,1027.71,960,67.71000000000004,101.22943500000001
2644,2022-05-02,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003092,40,40,1,0.0394,2022,5,2,38.424,38.424,40,-1.5760000000000005,1.5139056
2645,2022-10-15,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000206,20,20,8,0.0591,2022,10,15,18.817999999999998,150.54399999999998,160,-9.456000000000017,8.8971504
2646,2022-01-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004270,50,60,3,0.0591,2022,1,27,56.454,169.362,150,19.361999999999995,10.0092942
2647,2022-04-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000948,40,40,3,0.0985,2022,4,9,36.06,108.18,120,-11.819999999999993,10.655730000000002
2648,2022-12-07,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000223,10,10,2,0.0591,2022,12,7,9.408999999999999,18.817999999999998,20,-1.1820000000000022,1.1121438
2649,2022-02-08,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004665,690,820,6,0.0788,2022,2,8,755.384,4532.304,4140,392.3040000000001,357.1455552
2650,2022-10-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10000215,90,100,3,0.0591,2022,10,27,94.08999999999999,282.27,270,12.269999999999982,16.682157
2651,2022-07-23,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,FUR-BO-10004467,350,420,5,0.0985,2022,7,23,378.63,1893.15,1750,143.1500000000001,186.475275
2652,2023-04-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10000829,10,10,3,0.0788,2023,4,13,9.212,27.636,30,-2.3640000000000008,2.1777168
2653,2023-06-09,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10003712,10,10,3,0.0788,2023,6,9,9.212,27.636,30,-2.3640000000000008,2.1777168
2654,2023-01-02,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10000062,140,160,3,0.0788,2023,1,2,147.392,442.176,420,22.175999999999988,34.8434688
2655,2022-10-30,Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,FUR-BO-10003404,1080,1290,3,0.0788,2022,10,30,1188.348,3565.044,3240,325.04399999999987,280.92546719999996
2656,2022-06-01,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10004233,30,30,2,0.0985,2022,6,1,27.044999999999998,54.089999999999996,60,-5.910000000000004,5.327865
2657,2023-11-08,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,OFF-ST-10001272,220,260,2,0.0394,2023,11,8,249.756,499.512,440,59.512,19.6807728
2658,2022-12-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,OFF-LA-10001175,10,10,5,0.0394,2022,12,13,9.606,48.03,50,-1.9699999999999989,1.892382
2659,2022-08-21,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10004030,10,10,3,0.0985,2022,8,21,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
2660,2022-07-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,FUR-CH-10004287,720,880,4,0.0985,2022,7,10,793.3199999999999,3173.2799999999997,2880,293.27999999999975,312.56808
2661,2023-08-25,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,1580,1980,11,0.0394,2023,8,25,1901.988,20921.868000000002,17380,3541.868000000002,824.3215992
2662,2023-09-15,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003055,70,80,2,0.0788,2023,9,15,73.696,147.392,140,7.391999999999996,11.614489599999999
2663,2023-02-18,First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003460,10,10,2,0.0985,2023,2,18,9.015,18.03,20,-1.9699999999999989,1.7759550000000002
2664,2023-03-31,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,OFF-LA-10001569,0,0,1,0.0985,2023,3,31,0.0,0.0,0,0.0,0.0
2665,2022-10-01,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10004534,300,370,3,0.0788,2022,10,1,340.844,1022.5319999999999,900,122.53199999999993,80.57552159999999
2666,2023-04-04,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,OFF-BI-10002954,0,0,2,0.0985,2023,4,4,0.0,0.0,0,0.0,0.0
2667,2023-06-22,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10003832,60,80,3,0.0591,2023,6,22,75.27199999999999,225.81599999999997,180,45.815999999999974,13.345725599999998
2668,2023-09-30,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,OFF-PA-10000474,30,30,1,0.0394,2023,9,30,28.818,28.818,30,-1.1819999999999986,1.1354292
2669,2023-05-23,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002774,30,40,1,0.0591,2023,5,23,37.635999999999996,37.635999999999996,30,7.635999999999996,2.2242876
2670,2022-06-14,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10002765,100,110,4,0.0394,2022,6,14,105.666,422.664,400,22.663999999999987,16.652961599999998
2671,2022-11-09,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10001144,140,170,3,0.0394,2022,11,9,163.302,489.90599999999995,420,69.90599999999995,19.302296399999996
2672,2022-11-25,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,FUR-CH-10003761,730,790,6,0.0788,2022,11,25,727.748,4366.488,4380,-13.511999999999716,344.0792544
2673,2022-02-15,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10004665,20,30,2,0.0394,2022,2,15,28.818,57.636,40,17.636000000000003,2.2708584
2674,2023-01-06,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,OFF-ST-10000078,1100,1330,5,0.0985,2023,1,6,1198.995,5994.974999999999,5500,494.97499999999945,590.5050375
2675,2022-10-16,Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000357,140,170,3,0.0985,2022,10,16,153.255,459.765,420,39.764999999999986,45.2868525
2676,2023-06-23,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10000422,10,10,5,0.0591,2023,6,23,9.408999999999999,47.044999999999995,50,-2.9550000000000054,2.7803595
2677,2022-03-24,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,OFF-AP-10001205,30,40,1,0.0788,2022,3,24,36.848,36.848,30,6.847999999999999,2.9036223999999997
